title,company,location,salary,description,url,date_posted,job_id
Business Analyst,Shopee,Singapore,N/A,"Prior experiences in a data-driven role, internship or full-time.Strong analytical and problem-solving skills with proficiency in Python and SQL for data…",https://sg.indeed.com/rc/clk?jk=77163b4460d7c3a2&bb=yzO12NQC14oR9yeCXNYl-qFr9mKIvvXhoTScb3V-eDy1krUzG7ffp4o-v-6adP9bAthdnYkvTjoveAHXysrYuKlOxX7SC71X6OXl0S6HULQf-I01XunLA7b-aop2dLjx&xkcb=SoBl67M3198uSYzHYR0JbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3,Not specified,77163b4460d7c3a2
Hardware Support & Data Analyst Intern,Razer (Asia-Pacific) Pte. Ltd,Singapore 138538,N/A,Use JQL or SQL & PowerBI fordataanalysis &datareporting to provide overview of trending issues to internal stakeholders.Experience with JQL or SQL.,https://sg.indeed.com/rc/clk?jk=a43439502afb4178&bb=yzO12NQC14oR9yeCXNYl-mTgAe5i-13JuPcigNarVRGvbKFrkTJP55NmpJ2vmo3pudf_5-ftFrPvfT4MxT2MJz_3EZyIHPksvDpr4XHiveBeku6Gncqxix8otvriV8Rc&xkcb=SoDR67M3198uSYzHYR0IbzkdCdPP&fccid=5ab77828f52b7100&vjs=3,Not specified,a43439502afb4178
System Analyst,Unison Consulting Pte Ltd,Singapore,N/A,Performdataanalysis to support business decision-making and reporting.Ensuredataintegrity and accuracy across systems and applications.,https://sg.indeed.com/rc/clk?jk=c2fd953abdc30fbe&bb=yzO12NQC14oR9yeCXNYl-p0uQ0UnISt7buMMGsuP9-328-UZW8Nlw7RR96wPBzEwqXVfemdVkyyHHqb026675M-a19swkZyB7GaX14BZWmU8zjkI7mNvnb9S4dRsIYtd&xkcb=SoBf67M3198uSYzHYR0PbzkdCdPP&fccid=481b569355c1f617&vjs=3,Not specified,c2fd953abdc30fbe
"Data Analyst Intern, Regional BI & Planning (Summer 2025)",Shopee,Singapore,N/A,"Experience indataanalysis anddatacollection required.Collaborate withdataengineers, product managers, and operation teams to provide statistics or…",https://sg.indeed.com/rc/clk?jk=139efa21422d338e&bb=yzO12NQC14oR9yeCXNYl-lWvFO4aAwpu5wu1R7xF3mH1ze09Q9Q7LiGc-BoCLaof46YtVxdnW9XChpl2yV_lHtYQUADgQSD-S-paSCcakJMMYVlXtpM6ZHJq2nq_An28&xkcb=SoDr67M3198uSYzHYR0ObzkdCdPP&fccid=0b476c4a7add47fe&vjs=3,Not specified,139efa21422d338e
TikTok Shop - Senior Data Analyst(Product Analyst),TikTok,Singapore,N/A,"Leveragedataanalysis expertise to designdatasolutions to solve commerce product problems such as supply growth, seller growth and marketplace efficiency etc…",https://sg.indeed.com/rc/clk?jk=73d547334c503c86&bb=yzO12NQC14oR9yeCXNYl-mX_GrpANOI2CoGe72yGRyN75wZ98hJYGLcTiv-HtnvOa4G5U4ohGiBUzaZDvi0Ogm2g6y3w028fnyuH8IWQUx_JRPjm0cGvqCB4rplRH8RW&xkcb=SoB267M3198uSYzHYR0NbzkdCdPP&fccid=caed318a9335aac0&vjs=3,Not specified,73d547334c503c86
Data Analyst Intern,DNDTS Pte Ltd,Singapore,N/A,"Utilize ourdataanalytics and visualization tools to examinedata, communicate findings about key business aspects such as sales, revenue, costs, and…",https://sg.indeed.com/rc/clk?jk=8b21a58819fdc92f&bb=yzO12NQC14oR9yeCXNYl-ssX4NZBaSqcdUbXebxY9kw-t4iFa-gkX3E4vMFQ_8VDa-ylZ95OrQn-vwpa_DQCi2d85SXCWLnRSnsBJOPnjt0SIXDxGz7o7PIRuoU1Jvz-&xkcb=SoDC67M3198uSYzHYR0MbzkdCdPP&fccid=327f7a311ec2a8c9&vjs=3,Not specified,8b21a58819fdc92f
Data Analyst Intern I 6 MONTHS I JUN- DEC 2025,Decathlon Singapore,Hybrid work in Kallang,N/A,Applydataanalytics to the sports & retail industry.Assist different business units withdataqueries with SQL.Design automated tools and dashboards.,https://sg.indeed.com/rc/clk?jk=2967390bfbae19aa&bb=yzO12NQC14oR9yeCXNYl-ry2v3jUxNUIbydn702TCw7RcK8dqszQ0BrSeIGc9vKjX-L9wJqbd7MAyYvlJEHopa8KfH8GwBqe95iFvVV1woJNcEZmQ9jt7XzINxb9wAJo&xkcb=SoAr67M3198uSYzHYR0DbzkdCdPP&fccid=c26cf8942059defd&vjs=3,Not specified,2967390bfbae19aa
Customer Intelligence Analyst (Japan Market),Procter & Gamble,Singapore 138588,N/A,Analyzing of customer orderdatato recommend differentiated solutions/service opportunities that contributes to organization’s value creation targets.,https://sg.indeed.com/rc/clk?jk=9333309c93568a7a&bb=yzO12NQC14oR9yeCXNYl-nS4XMNnzmyB-RUh-PtnEFjMaWsp5LCCO3az7cABeDbv-GMZ4UoU7JBePG4wxyfWMGOqpJEUthFaLNC3_WRtuS3x_SQITC6qWA%3D%3D&xkcb=SoCf67M3198uSYzHYR0CbzkdCdPP&fccid=2da0dedf6df97194&vjs=3,Not specified,9333309c93568a7a
Business/System Analyst,Unison Consulting Pte Ltd,Singapore,N/A,Some BA skills. in short some developer moved as BA or Systemanalystwith any of the above skills.For BA - look for pure BA withdataanalytics or ERP or…,https://sg.indeed.com/rc/clk?jk=d0ebbc2e060564a0&bb=yzO12NQC14oR9yeCXNYl-kYuk6k5K-Sp04gsBzduC8vtBenNyfkcfqFtzUeQ1blTqJe4RwAgnX5Hukb5mKzcMNH7ffL8dimgoKexyZMgLxQU5Ia9_e8_weYLUmg9vWuH&xkcb=SoAC67M3198uSYzHYR0BbzkdCdPP&fccid=481b569355c1f617&vjs=3,Not specified,d0ebbc2e060564a0
"Data Analyst, Information Analytics Services (1 Year Contract)",Tan Tock Seng Hospital,Singapore,N/A,Conduct regular review on existingdatascience initiatives and identify ways to develop integrateddatascience solutions across functions.,https://sg.indeed.com/rc/clk?jk=d0e1864bb583f56f&bb=yzO12NQC14oR9yeCXNYl-vERJWZplf20JhCd4SrknojAiH4C4j875SGPHNI-6pWcE82xRiondLME0FWUT6WRNwJ1StS-kVnb8Ujkhq_gPulFszu9o02wVU9FrcfGIb-r&xkcb=SoC267M3198uSYzHYR0AbzkdCdPP&fccid=9ec09d4e50678aa9&vjs=3,Not specified,d0e1864bb583f56f
Business Analyst,Anacle Systems Pte Ltd,Singapore 138633,N/A,"Review customerdataand assist indatacleansing, preparation for migration, and post-migration validation.Play the role of functional consultant and project…",https://sg.indeed.com/rc/clk?jk=f71755f2dd91e875&bb=yzO12NQC14oR9yeCXNYl-inJUl66OslzMi_A-O_HqwVPoCwzOhGPMD2_5Rz5EzczX2peAbGaJVkp8ybEMFYRFrgo8KKwkrlhLWlkilOWfnbZSUHq244yS5kBZf-XczYK&xkcb=SoA467M3198uSYzHYR0HbzkdCdPP&fccid=10dbc1ff8771544a&vjs=3,Not specified,f71755f2dd91e875
Data Analyst - AI Innovation Business,ByteDance,Singapore,N/A,"Improvedataconstruction, observedatachanges, and propose solutions to assist in user experience improvement.AI-related experience or interest.",https://sg.indeed.com/rc/clk?jk=06aa8300f316a25a&bb=yzO12NQC14oR9yeCXNYl-tG_DqyTmGdiN3CyVDRzbzwwaTtlKb8oEXUpIknaA9CIVkh0zBlZhQ8mfebwpKKzgeSCpyQnD-BBAtcxunKyRfaa2if134rUqDAiUV5pBZmi&xkcb=SoCM67M3198uSYzHYR0GbzkdCdPP&fccid=74fbc768a4e5bece&vjs=3,Not specified,06aa8300f316a25a
"Intern, Product Management (Data Analyst)",CapitaLand,Central Singapore,N/A,Assist indataanalysis efforts to uncover insights and trends.Usedatato uncover opportunities for app improvement and optimization.,https://sg.indeed.com/rc/clk?jk=e1e6406a3b7fcae3&bb=yzO12NQC14oR9yeCXNYl-mX_GrpANOI20VMW9HG3PZFub5JmRE3UwWyJjCA-xKxFRiYv6C97N5nCIhtxMlCLCQhIEz4GnD6zU0J7K8KNi_SwQEsXA9RCq4UkPB3h2y30&xkcb=SoAR67M3198uSYzHYR0FbzkdCdPP&fccid=2ff585682e0825cf&vjs=3,Not specified,e1e6406a3b7fcae3
Senior Data Analyst,Padlet,Singapore,N/A,Whatever else a gooddataanalystdoes.Track record of improving products with data.We haven't looked atdatamuch and it hasn't traditionally been part of…,https://sg.indeed.com/rc/clk?jk=17651e167d1857e2&bb=2c2dZcTQLx2hxrmA_OwpNHfD8lszId_79Wtq6anHyAlLXrQC5Wt-BDTNYe7MOn-IJiPCiKIgMW4B89_IGeEEDLFkatwmmeZgN0WlZRVEFr9OBbcxK51T05e2WRtY8i9E&xkcb=SoBJ67M3198mHnAZD70LbzkdCdPP&fccid=e097619f206e4fc3&vjs=3,Not specified,17651e167d1857e2
Senior Data Insights Analyst / Data Insights Analyst,PSA Singapore,Singapore 117352,N/A,"O Ensuredataintegrity, quality, and accessibility withdatamanagement teams.Statistical methods anddatavisualization to identify trends and anomalies.",https://sg.indeed.com/rc/clk?jk=5e7c1cd1a203e5f9&bb=2c2dZcTQLx2hxrmA_OwpNFQj9Jmhp3nrASl7W7M34b_S0jTyaFdpU2Zo1LyeBgxjh8w_8Wi8KYZK3PUubHRzk5WwwtXzPPwhPhGDBV7SgJ-tR-qZkPkfM5LRRxAtHcCV&xkcb=SoD967M3198mHnAZD70KbzkdCdPP&fccid=d9e60d33eab8cd05&vjs=3,Not specified,5e7c1cd1a203e5f9
Data Analytics Intern,Zurich Insurance,Singapore,N/A,"Experience in managing structured and unstructureddata, including free text, images, webdataand more.Pastdatascience project delivered is a plus.",https://sg.indeed.com/rc/clk?jk=980afc4581f66dc2&bb=2c2dZcTQLx2hxrmA_OwpNO1dhKyourh2Fzv9dc9NC1fvI2Pr6OR0BMVXZgZN-0zRrOy7QMBdFFNMLc7c4Ub8TGR1CSk_j0Qzr4Y-EK-5aC0nD1FTSjNt0cNMhzHIgxNx&xkcb=SoBg67M3198mHnAZD70JbzkdCdPP&fccid=40f6e1ba1aac8472&vjs=3,Not specified,980afc4581f66dc2
Quant Analyst,Mathrix,Singapore,N/A,You spend a lot of time writing code and creating systems that can handle complexdataand complex processes.The types of projects you will be working on range…,https://sg.indeed.com/rc/clk?jk=43bced148e3883dc&bb=2c2dZcTQLx2hxrmA_OwpNHObe7RHDGPLagkVHU0jwA3XFt1KWXJyNib3xXOjiPbOgvQ3-clb1wBo6ZYfLWSMGZ5wuA_hR44UK9LJAg_hZKcuoOYLVziUZ3EHjfmlg5WG&xkcb=SoDU67M3198mHnAZD70IbzkdCdPP&fccid=9d873c6389f5ddb8&vjs=3,Not specified,43bced148e3883dc
Senior Data Analyst,foodpanda,Singapore 069542,N/A,Data Quality & Tracking: Monitoringdataquality and participating in QA processes to ensure consistency across all reporting metrics.,https://sg.indeed.com/rc/clk?jk=c510e241616b1ee2&bb=2c2dZcTQLx2hxrmA_OwpNAqZecuEufmZUCCIjuBQ49YJerKJ4ARIavd98dTfP5U6dIBsmTBXe6ndGWv0RKzNzCKGo06rqgXR1ci51UsrCwevV1VY0RO6CsfRIgMSvTaO&xkcb=SoBa67M3198mHnAZD70PbzkdCdPP&fccid=3228946bc134183e&vjs=3,Not specified,c510e241616b1ee2
"JAPAC Business Operations Analyst, Retail Customer Care",Apple,Singapore,N/A,"Operate as a keydatastrategist to identify and integrate new datasets generated from new processes, and work closely with cross-functional teams to design and…",https://sg.indeed.com/rc/clk?jk=e61a863c995350bb&bb=2c2dZcTQLx2hxrmA_OwpNL-mylzDWzxebW_HDo3s00kcGvA7YacsRmhptFYFbMwM6SyJSUSGwVUMEhP2l9g_ewe1k23cgyf4g1gI0yc6QtPTaOZYioHJHQ%3D%3D&xkcb=SoDu67M3198mHnAZD70ObzkdCdPP&fccid=c1099851e9794854&vjs=3,Not specified,e61a863c995350bb
Customer Intelligence Analyst (Japan Market),Procter & Gamble,Singapore 138588,N/A,Analyzing of customer orderdatato recommend differentiated solutions/service opportunities that contributes to organization’s value creation targets.,https://sg.indeed.com/rc/clk?jk=9333309c93568a7a&bb=2c2dZcTQLx2hxrmA_OwpNKJoVNEUTv3TvN1Wr9uDQs6Lm9p6FS4n--B98SqCC8g3m7jMtK9LjNfiuY_EO-jPCxXNN0n2ncGWJqO2aw60B8nclqQBBMLfdg%3D%3D&xkcb=SoBz67M3198mHnAZD70NbzkdCdPP&fccid=2da0dedf6df97194&vjs=3,Not specified,9333309c93568a7a
Data Analyst Intern I 6 MONTHS I JUN- DEC 2025,Decathlon Singapore,Hybrid work in Kallang,N/A,Applydataanalytics to the sports & retail industry.Assist different business units withdataqueries with SQL.Design automated tools and dashboards.,https://sg.indeed.com/rc/clk?jk=2967390bfbae19aa&bb=2c2dZcTQLx2hxrmA_OwpNGltvcXLMVz_DYPh-zEJQ1GUyhZyDPmsAn36I_SHEoRGrrtE6QML7n_E_AxFtk3WwsGzXmfW8pdFF6tLFgyg4Fr0JPqtXG9CnyAtiNRsnzLs&xkcb=SoDH67M3198mHnAZD70MbzkdCdPP&fccid=c26cf8942059defd&vjs=3,Not specified,2967390bfbae19aa
"Analyst, Market Risk Analytics","MUFG Bank, Ltd., Singapore Office",Singapore,N/A,TheAnalystrole within the market risk management department (Market risk analytics team) will be in charge of performing market risk/counterparty credit risk…,https://sg.indeed.com/rc/clk?jk=1ee7540ed936d5ba&bb=2c2dZcTQLx2hxrmA_OwpNPLKV85kaB9XZuivRXEZtUvsirNcntfQGqFAnEs_aIh6ghK1WL2YEiBx69Wf6OGWaayj7z9UpyIS2wnr3sjNi3cJhCbvnEGGqHLX6dr3a9Xz&xkcb=SoAu67M3198mHnAZD70DbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Not specified,1ee7540ed936d5ba
Business Analyst (PMO) - Data Analysis,ABeam Consulting (Singapore),Singapore,N/A,"At least 1 year ofdataanalysis experience.Lead and manage the overall project, including coordinating team members and stakeholders.",https://sg.indeed.com/rc/clk?jk=5da039c66a84fea1&bb=2c2dZcTQLx2hxrmA_OwpNCifl8tewycBPMgblUQptQ3qMyeHgVnDa_CpiWk103jpHdUDHwMGWmG4bNSxG43PSMLSNv9ePl7MN5uVGDHa8HqDrve_yO9j35hDLLIAVy5Y&xkcb=SoCa67M3198mHnAZD70CbzkdCdPP&fccid=d212b22bb33211dc&vjs=3,Not specified,5da039c66a84fea1
Marketing Science Analyst,Analytic Partners,Hybrid work in Singapore,N/A,"Experience working independently on analytical tasks, building, and optimizing ‘big data’datapipelines, architectures, anddatasets.",https://sg.indeed.com/rc/clk?jk=0c4c5cfa64bb173f&bb=2c2dZcTQLx2hxrmA_OwpNDqQJTD6MqQuBpG9q4lppAMnaz5qhBBAMc3ybz9akuMZ5Bjr0Cnv7_UsMnMEFIhOzvAIaHyNs3Iz3BFS8Uo797hauY0Ptp_vrUPtcGGEN3tX&xkcb=SoAH67M3198mHnAZD70BbzkdCdPP&fccid=4d17dd64ea6355de&vjs=3,Not specified,0c4c5cfa64bb173f
Business Analyst,Rapsys Technologies,Marina Boulevard,"$8,000 - $14,000 a month","Strongdataanalysis skills using SQL, MicroStrategy or Tableau preferable.Conduct research to see what\'s new and trending in the digital /dataspace…",https://sg.indeed.com/rc/clk?jk=83c5b26075ce9b13&bb=2c2dZcTQLx2hxrmA_OwpNLHmMexkErb7JzpDNV5Ubcy0y678j4Z3Xb3aFBJyf3SsOEefPnicE67lj8q1arwylKZGqFs0WaPAhhgCEMHJJXMDpmxf6BfoDGV5L6Hc07I8&xkcb=SoCz67M3198mHnAZD70AbzkdCdPP&fccid=2ee7e763025b1d5d&cmp=Rapsys-Technologies-Pte.-Ltd&ti=Business+Analyst&vjs=3,Not specified,83c5b26075ce9b13
"Intern, Product Management (Data Analyst)",CapitaLand,Central Singapore,N/A,Assist indataanalysis efforts to uncover insights and trends.Usedatato uncover opportunities for app improvement and optimization.,https://sg.indeed.com/rc/clk?jk=e1e6406a3b7fcae3&bb=2c2dZcTQLx2hxrmA_OwpNG42atXtSYspCD8NIkhht-WJk8DBxeCiRikhjn836waUs466y77CPqhuadrWyiyOOMdMQQJG1Y7N_qt5IYRqz_gMRjHbQ16NEqJVMDbmX4QN&xkcb=SoA967M3198mHnAZD70HbzkdCdPP&fccid=2ff585682e0825cf&vjs=3,Not specified,e1e6406a3b7fcae3
"Associate, Data Analytics",Singtel,Singapore 239732,N/A,"Build and maintaindataqueries as well asdatapipelines through tools such as SQL.Translate customer pain-points into problem statements, develop analytics…",https://sg.indeed.com/rc/clk?jk=4e98a574ad5645f9&bb=2c2dZcTQLx2hxrmA_OwpNLtd6VdU4Dw5GDQmXCf0Dk42to_zUxq9drNfL06bN-jFMyQRgXHdt2tgn4CDuYcbbR-ZEldMCC8t42LnId1YmMdM4ghxDXs0AvND6C0oHJil&xkcb=SoCJ67M3198mHnAZD70GbzkdCdPP&fccid=a94c6bb50f118c9f&vjs=3,Not specified,4e98a574ad5645f9
Data Analyst - AI Innovation Business,ByteDance,Singapore,N/A,"Improvedataconstruction, observedatachanges, and propose solutions to assist in user experience improvement.AI-related experience or interest.",https://sg.indeed.com/rc/clk?jk=06aa8300f316a25a&bb=2c2dZcTQLx2hxrmA_OwpNOUFpUo9uHlL6zFOhzCjYK1tgBDSAiP4AIRMpXjctYH7IR9M600HuAhL07JGOeRzzmD_dMoRb_gHXAVnblpnBje_cDRPY7_KNJGr4WM34SKv&xkcb=SoAU67M3198mHnAZD70FbzkdCdPP&fccid=74fbc768a4e5bece&vjs=3,Not specified,06aa8300f316a25a
"Business Analyst, Data Operation and Management",Crypto.com,Hybrid work in Singapore,N/A,"Maintain comprehensive documentation ofdatasources, processes, anddatalineage.Ensuredataaccuracy and completeness by implementing validation checks and…",https://sg.indeed.com/rc/clk?jk=ea86878918fccd09&bb=720HhB4p78_fG6kPzaGUJCLYFIA5Na0Obus6XylSKTfXJ-B3MCPkacEpTi9p-BwxZLaZfNOfYioL1nzQDy08_urd0BCvTdJMVlc8whb2FL5GHWX3cYywHpvs4OUSVr-N&xkcb=SoDN67M3198-iNzHYR0LbzkdCdPP&fccid=18bfd14af40ab66a&vjs=3,Not specified,ea86878918fccd09
"Internship: Data Analytics, Partnerships, and Strategic Business Development",Circles.Life,Singapore,N/A,"Turndatainto action plans, and go razor sharp on execution.Unleash your inner genius by collecting, analyzing, and decipheringdatalike a pro.",https://sg.indeed.com/rc/clk?jk=559f5d80b7811ff2&bb=720HhB4p78_fG6kPzaGUJDzrfW232XgZf9-FiUpw9wrOGnXllwqICu-mTf5WqPIlLc5-QoNPVadRMpfEBvJEgMJlZ9ASBc6NzUwgmcXpPkkDp5Xfs9uvUUNmAHGBwPef&xkcb=SoB567M3198-iNzHYR0KbzkdCdPP&fccid=20c116c00b6cc7c4&vjs=3,Not specified,559f5d80b7811ff2
LLM Global Data - LLM Performance Operation Analyst (Non-safety),ByteDance,Singapore,N/A,Gain first-hand experience in understanding how to measure and analyze performance of LLM on various dimensions.,https://sg.indeed.com/rc/clk?jk=7042c0b741fd9192&bb=720HhB4p78_fG6kPzaGUJKGeFoHcjWMqPVf0O3h8-SpjVpVt9A-QFnSHjusoWQu3mSWppr6SIB7Pn0l2pO-jWZ7vhtI-q3k8cXh7EbTVpbxio3I3v8qHAD8HY8BGo9J2&xkcb=SoDk67M3198-iNzHYR0JbzkdCdPP&fccid=74fbc768a4e5bece&vjs=3,Not specified,7042c0b741fd9192
Quantitative Researcher,WorldQuant,Singapore,N/A,The person must have a strong understanding of the investment research process to create computer-based models that seek to predict movements of global…,https://sg.indeed.com/rc/clk?jk=46bdf088a9789998&bb=720HhB4p78_fG6kPzaGUJAzN8RzCRwLWfRqUOcQ2GLgrRbbsHvxuh4HI3W7vwd5Zr1-JmROdnqIm-FYdDEIiisqRFKOpqZVEejK2SqR5CRgkefM0RfOVoHlbpEdgY_fe&xkcb=SoBQ67M3198-iNzHYR0IbzkdCdPP&fccid=08487f979320ebae&vjs=3,Not specified,46bdf088a9789998
Lead Data Analyst,Ubisoft,Singapore,N/A,Ability to translate complexdatainto clear insights for diverse audiences.Data Strategy: Develop and implementdataanalysis strategies to support game…,https://sg.indeed.com/rc/clk?jk=ebd9fc9535933574&bb=720HhB4p78_fG6kPzaGUJKgVeslRRXhlC6qMcNI5SZLGjel4uCUW_eDAsg7lwuDOEFWMfiCfaPG-tgA5O-gKu26BH7LKGa2Zf-_eWqkT0EZAFDY8Ylgnpw%3D%3D&xkcb=SoDe67M3198-iNzHYR0PbzkdCdPP&fccid=237908de095b6446&vjs=3,Not specified,ebd9fc9535933574
Junior Risk Analyst,RWE Supply & Trading,Singapore,N/A,"RWE Supply & Trading Asia-Pacific Pte.To start as soon as possible, full time, permanent.You will also have daily contact with Risk colleagues in Europe.",https://sg.indeed.com/rc/clk?jk=4fe7ce797b1cbd09&bb=720HhB4p78_fG6kPzaGUJDX7lLpCiUekJ7o6nuw2NMr1_kl09JwM9PfmodMHJhl_mcSWbXg06tVStI3tmIZS3L_2jckPykCxDBYdXFg9cOyKAxi34RpqfMlbdjFey_f8&xkcb=SoBq67M3198-iNzHYR0ObzkdCdPP&fccid=169d4d0de76b0575&vjs=3,Not specified,4fe7ce797b1cbd09
System Analyst,John Foord,Singapore 068898,N/A,Familiarity with Jet Report for financial and operationaldataextraction.Ability to analyse complexdatasets and extract actionable insights.,https://sg.indeed.com/rc/clk?jk=7a2cb8a3b8a74f14&bb=720HhB4p78_fG6kPzaGUJOnBsdEbtY8l6D9JlbQLIkDJk0Aabj84CVDfRXdrEouiXDf-PR-b2HzjRCjPl_4EMursX04JXw3CnMQ0jidGOQodWSKRS5i_jPaMlzWy8jxv&xkcb=SoD367M3198-iNzHYR0NbzkdCdPP&fccid=44c2916d543ef3f2&vjs=3,Not specified,7a2cb8a3b8a74f14
Business Analyst,Rapsys Technologies,Marina Boulevard,"$8,000 - $14,000 a month","Strongdataanalysis skills using SQL, MicroStrategy or Tableau preferable.Conduct research to see what\'s new and trending in the digital /dataspace…",https://sg.indeed.com/rc/clk?jk=83c5b26075ce9b13&bb=720HhB4p78_fG6kPzaGUJBzXUj7i8yarUqpvdGt9Js6_8RpRDsaUtMKjWoSB26zhX2jAwBVo2dFdZAbV-koCcLRzCK9-lbF3_EIxMJ466OeaeNaNlIVNzuaqSygCiS0f&xkcb=SoBD67M3198-iNzHYR0MbzkdCdPP&fccid=2ee7e763025b1d5d&cmp=Rapsys-Technologies-Pte.-Ltd&ti=Business+Analyst&vjs=3,Not specified,83c5b26075ce9b13
"Intern, Data Analytics",CapitaLand,Central Singapore,N/A,"Collaborate withdataengineers, businesses, and operation teams to provide statistics or businessdatathat can help to drive business insights.",https://sg.indeed.com/rc/clk?jk=9bf376cbccdceaae&bb=720HhB4p78_fG6kPzaGUJGb6yVaYFSAYIBGDYtPl8uVpTPduQJQw-exTjX1AmjoZwxpsBYJvzTo3XZc6RPbxMoohM6oglVT70wO62HB9u4ZdmsSOi0xBFhbrlK1E338N&xkcb=SoCq67M3198-iNzHYR0DbzkdCdPP&fccid=2ff585682e0825cf&vjs=3,Not specified,9bf376cbccdceaae
Reference Data Services Intmd Analyst - Client Onboarding (Singapore),Citi,Singapore,N/A,Applies professional judgment when interpretingdataand results.Applies analytical thinking and knowledge ofdataanalysis tools and methodologies.,https://sg.indeed.com/rc/clk?jk=ff334a19b097b870&bb=720HhB4p78_fG6kPzaGUJByuhK4XrndIx24JoFpi3dasu4u--3QOlm-cRJ9WvubQ492XXNfReU_nzXi8OrGF7y4dix7V9s971rVg3HEwarfXF1amB6nYxg%3D%3D&xkcb=SoAe67M3198-iNzHYR0CbzkdCdPP&fccid=5bcd1ef0a7f4fb99&vjs=3,Not specified,ff334a19b097b870
Trading Operations Analyst,Virtu Financial,Singapore,N/A,"Trading Operations Analysts not only become experts in the logistics and mechanics of trade clearance and settlement, but they also play a crucial role in the…",https://sg.indeed.com/rc/clk?jk=3fee5801eee6e68e&bb=720HhB4p78_fG6kPzaGUJG1hyrPpR6_jES4NM8GTeLZvyQAyMAb6iqODaGeG459eseLLNa3uwAxsCRcJqp8ZAtGQQfQ2qyJSMXJ4VQm9SHNLcY1yWs89nMdkyOLUHdyd&xkcb=SoCD67M3198-iNzHYR0BbzkdCdPP&fccid=c78741b7c879d1c9&vjs=3,Not specified,3fee5801eee6e68e
IT Analyst,WSH Experts Pte Ltd,Singapore,"$8,000 - $10,000 a month","Knowledge ofdataingestion or log management to troubleshoot incidents using a logdataanalysis tool such as Splunk, CloudWatch, etc.",https://sg.indeed.com/rc/clk?jk=1448b30ad5df6541&bb=720HhB4p78_fG6kPzaGUJMvkr_Ev3pxgk5T0mwXsq6K4sS9iwUKFTVBJtrvKGgTcPjaXYo94Xa1FrBBMHbge6zfMwsBMsChLoE_1OScqSwFYtyzlPETrIVP-GzuZICkA&xkcb=SoA367M3198-iNzHYR0AbzkdCdPP&fccid=f798939737978427&vjs=3,Not specified,1448b30ad5df6541
Business Analyst Associate (Internship),First Affiliation Management Group,Singapore 119960,"$3,000 - $5,000 a month","Assist with managing the company's social media profiles (including reaching out, replying messages and posting of content).",https://sg.indeed.com/rc/clk?jk=87da9cd10c50bb2a&bb=720HhB4p78_fG6kPzaGUJNime9-bMGruEoPIk_H-YJJMDqWJ7NUexnELgzbnonTPtTz1hWbAiaK7zfsRYaODCeaUATsSUz2WEgZmaLAW2aJLkhxADK5F99YuEJ3enr0R&xkcb=SoC567M3198-iNzHYR0HbzkdCdPP&fccid=926b9ef513eaa422&cmp=First-Alliance&ti=Business+Intern&vjs=3,Not specified,87da9cd10c50bb2a
Quantitative Research Analyst (Intern),First Plus,Singapore,N/A,Conduct thorough analysis of large datasets containing historical and real-time equity market data.Effectively communicate research findings and deliver…,https://sg.indeed.com/rc/clk?jk=a7cf3e041e0dcf24&bb=720HhB4p78_fG6kPzaGUJJVAQfnL1d2MjgRmya5bV5wSOaP-Lhr0SmajBsCVax97yCQPtLJVBJIejk-7B3kI10B0Di_0eA3hgxsFAfw9MtyCKpvPKh0A_eGx0WQG69CS&xkcb=SoAN67M3198-iNzHYR0GbzkdCdPP&fccid=c53eff996173f9f3&vjs=3,Not specified,a7cf3e041e0dcf24
"First VP, Data Analytics",United Overseas Bank Ltd,Singapore 048624,N/A,"Lead large scaledataprojects in corporate space to drive for business impact especially in AFC/AML space.Analyze, integrate and manage voluminous structure…",https://sg.indeed.com/rc/clk?jk=828a593e5045b7a2&bb=720HhB4p78_fG6kPzaGUJMvkr_Ev3pxgOqfZTMKwLjsG8EPgz52RqpJbPy76Wjtjri9_2ZYS5uX8GRStfNjYTdqVmRIuhVjWdQ_PlbwGS0cq0wM4_GX2_n7nUDsLnh3b&xkcb=SoCQ67M3198-iNzHYR0FbzkdCdPP&fccid=b1ace17c9d00764e&vjs=3,Not specified,828a593e5045b7a2
IT Business Analyst -CT-FNC 241023022 / 01,Xcellink Pte Ltd,Singapore,N/A,"Business Analytics: Analyzedatato improve operational efficiencies and decision making processes.Familiarity withdataanalysis tools and techniques (e.g.,…",https://sg.indeed.com/rc/clk?jk=ea548d68bafa5457&bb=ToDgoP69TD-7R12I-qlmrNO4fafc0bmRhVOOMkBNKMOih2GyNHbKNgfSXNKSe-4iBu_8_2UmAs7-uLq45rQwy67fGUO1CpiOULqOFWAHb-xv09aBEg2JhF4o3jMKf3nt&xkcb=SoCh67M31983g3gZD70LbzkdCdPP&fccid=4f8f841f0ba07e04&vjs=3,Not specified,ea548d68bafa5457
